date,plot,range,column,scientificname,genotype,height_block,method,aboveground_dry_biomass,units,method_type
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 9,42,9,Sorghum bicolor,PI329506,short,Whole above ground biomass at harvest,15500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 12,42,12,Sorghum bicolor,PI570073,short,Whole above ground biomass at harvest,14400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 2,43,2,Sorghum bicolor,PI510757,tall,Whole above ground biomass at harvest,15400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 3,43,3,Sorghum bicolor,PI563338,tall,Whole above ground biomass at harvest,11400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 7,43,7,Sorghum bicolor,PI563032,tall,Whole above ground biomass at harvest,13500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 44 Column 7,44,7,Sorghum bicolor,PI646266,short,Whole above ground biomass at harvest,15200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 45 Column 10,45,10,Sorghum bicolor,PI569458,tall,Whole above ground biomass at harvest,14100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 45 Column 11,45,11,Sorghum bicolor,PI563330,tall,Whole above ground biomass at harvest,19000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 45 Column 13,45,13,Sorghum bicolor,PI569244,tall,Whole above ground biomass at harvest,15200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 46 Column 3,46,3,Sorghum bicolor,PI180348,short,Whole above ground biomass at harvest,11900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 46 Column 11,46,11,Sorghum bicolor,PI641909,short,Whole above ground biomass at harvest,16400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 47 Column 6,47,6,Sorghum bicolor,PI642998,tall,Whole above ground biomass at harvest,14900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 47 Column 12,47,12,Sorghum bicolor,PI505722,tall,Whole above ground biomass at harvest,10200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 48 Column 6,48,6,Sorghum bicolor,PI651496,tall,Whole above ground biomass at harvest,19400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 50 Column 11,50,11,Sorghum bicolor,PI535796,short,Whole above ground biomass at harvest,16800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 51 Column 8,51,8,Sorghum bicolor,PI452619,tall,Whole above ground biomass at harvest,15000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 52 Column 2,52,2,Sorghum bicolor,SP1516,border,Whole above ground biomass at harvest,9940,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 52 Column 4,52,4,Sorghum bicolor,SP1516,border,Whole above ground biomass at harvest,12300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 52 Column 5,52,5,Sorghum bicolor,SP1516,border,Whole above ground biomass at harvest,8240,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 52 Column 12,52,12,Sorghum bicolor,SP1516,border,Whole above ground biomass at harvest,12900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 11,20,11,Sorghum bicolor,PI569421,short,Whole above ground biomass at harvest,9840,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 3,20,3,Sorghum bicolor,PI535792,short,Whole above ground biomass at harvest,6990,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 31 Column 6,31,6,Sorghum bicolor,PI506069,tall,Whole above ground biomass at harvest,9900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 39 Column 10,39,10,Sorghum bicolor,PI330833,tall,Whole above ground biomass at harvest,6670,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 47 Column 3,47,3,Sorghum bicolor,PI570431,tall,Whole above ground biomass at harvest,18800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 7,20,7,Sorghum bicolor,PI641909,short,Whole above ground biomass at harvest,13900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 30 Column 11,30,11,Sorghum bicolor,PI534120,short,Whole above ground biomass at harvest,5670,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 3 Column 10,3,10,Sorghum bicolor,SP1516,border,Whole above ground biomass at harvest,13900,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 4 Column 13,4,13,Sorghum bicolor,PI145626,tall,Whole above ground biomass at harvest,12900,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 5 Column 14,5,14,Sorghum bicolor,PI152694,tall,Whole above ground biomass at harvest,20300,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 6 Column 5,6,5,Sorghum bicolor,PI585577,tall,Whole above ground biomass at harvest,10400,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 6 Column 11,6,11,Sorghum bicolor,PI155760,tall,Whole above ground biomass at harvest,18100,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 7 Column 15,7,15,Sorghum bicolor,PI570076,tall,Whole above ground biomass at harvest,12000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 2,8,2,Sorghum bicolor,PI527045,short,Whole above ground biomass at harvest,9530,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 7,8,7,Sorghum bicolor,PI524475,short,Whole above ground biomass at harvest,9390,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 14,8,14,Sorghum bicolor,PI570071,short,Whole above ground biomass at harvest,11700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 9 Column 4,9,4,Sorghum bicolor,PI273969,tall,Whole above ground biomass at harvest,12300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 9 Column 8,9,8,Sorghum bicolor,PI569418,tall,Whole above ground biomass at harvest,7850,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 10 Column 13,10,13,Sorghum bicolor,PI562998,tall,Whole above ground biomass at harvest,5630,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 11 Column 6,11,6,Sorghum bicolor,PI562897,tall,Whole above ground biomass at harvest,10600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 11 Column 9,11,9,Sorghum bicolor,PI273465,tall,Whole above ground biomass at harvest,10300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 11 Column 15,11,15,Sorghum bicolor,PI563350,tall,Whole above ground biomass at harvest,13000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 12 Column 8,12,8,Sorghum bicolor,PI593916,short,Whole above ground biomass at harvest,8260,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 13 Column 13,13,13,Sorghum bicolor,PI329286,tall,Whole above ground biomass at harvest,5000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 9,14,9,Sorghum bicolor,PI180348,short,Whole above ground biomass at harvest,12300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 15 Column 3,15,3,Sorghum bicolor,PI570085,tall,Whole above ground biomass at harvest,13900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 15 Column 8,15,8,Sorghum bicolor,PI569886,tall,Whole above ground biomass at harvest,8640,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 17 Column 6,17,6,Sorghum bicolor,PI569445,short,Whole above ground biomass at harvest,12100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 18 Column 5,18,5,Sorghum bicolor,PI569453,tall,Whole above ground biomass at harvest,9970,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 18 Column 6,18,6,Sorghum bicolor,PI570254,tall,Whole above ground biomass at harvest,19400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 21 Column 13,21,13,Sorghum bicolor,PI641862,tall,Whole above ground biomass at harvest,10000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 21 Column 14,21,14,Sorghum bicolor,PI152733,tall,Whole above ground biomass at harvest,15900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 22 Column 7,22,7,Sorghum bicolor,PI251672,tall,Whole above ground biomass at harvest,20000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 3,23,3,Sorghum bicolor,PI156463,tall,Whole above ground biomass at harvest,14400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 11,23,11,Sorghum bicolor,PI63715,tall,Whole above ground biomass at harvest,16100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 13,23,13,Sorghum bicolor,PI303658,tall,Whole above ground biomass at harvest,13500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 25 Column 12,25,12,Sorghum bicolor,PI563295,tall,Whole above ground biomass at harvest,12300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 27 Column 9,27,9,Sorghum bicolor,PI196049,tall,Whole above ground biomass at harvest,19800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 27 Column 14,27,14,Sorghum bicolor,PI521290,tall,Whole above ground biomass at harvest,11900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 28 Column 5,28,5,Sorghum bicolor,PI155885,tall,Whole above ground biomass at harvest,12900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 28 Column 7,28,7,Sorghum bicolor,PI521152,tall,Whole above ground biomass at harvest,14000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 28 Column 13,28,13,Sorghum bicolor,PI329841,tall,Whole above ground biomass at harvest,17600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 29 Column 3,29,3,Sorghum bicolor,PI152971,tall,Whole above ground biomass at harvest,17500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 29 Column 7,29,7,Sorghum bicolor,PI152816,tall,Whole above ground biomass at harvest,16700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 29 Column 9,29,9,Sorghum bicolor,PI145619,tall,Whole above ground biomass at harvest,12800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 11,32,11,Sorghum bicolor,PI329673,tall,Whole above ground biomass at harvest,4290,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 32 Column 12,32,12,Sorghum bicolor,PI570096,tall,Whole above ground biomass at harvest,13100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 33 Column 2,33,2,Sorghum bicolor,PI221651,tall,Whole above ground biomass at harvest,10200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 34 Column 5,34,5,Sorghum bicolor,PI562982,tall,Whole above ground biomass at harvest,12500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 4,35,4,Sorghum bicolor,PI221548,tall,Whole above ground biomass at harvest,8450,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 6,35,6,Sorghum bicolor,PI22913,tall,Whole above ground biomass at harvest,9090,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 36 Column 11,36,11,Sorghum bicolor,PI154987,tall,Whole above ground biomass at harvest,19200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 36 Column 12,36,12,Sorghum bicolor,PI329584,tall,Whole above ground biomass at harvest,5260,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 37 Column 11,37,11,Sorghum bicolor,PI196583,tall,Whole above ground biomass at harvest,11800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 37 Column 12,37,12,Sorghum bicolor,PI563350,tall,Whole above ground biomass at harvest,17600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 38 Column 2,38,2,Sorghum bicolor,PI329541,tall,Whole above ground biomass at harvest,657,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 38 Column 13,38,13,Sorghum bicolor,PI506122,tall,Whole above ground biomass at harvest,10500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 39 Column 3,39,3,Sorghum bicolor,PI156268,tall,Whole above ground biomass at harvest,10400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 2,40,2,Sorghum bicolor,PI196586,tall,Whole above ground biomass at harvest,12400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 4,40,4,Sorghum bicolor,PI585406,tall,Whole above ground biomass at harvest,15500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 12,40,12,Sorghum bicolor,PI569420,tall,Whole above ground biomass at harvest,11500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 41 Column 6,41,6,Sorghum bicolor,PI330796,tall,Whole above ground biomass at harvest,10900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 41 Column 10,41,10,Sorghum bicolor,PI563021,tall,Whole above ground biomass at harvest,11800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 41 Column 13,41,13,Sorghum bicolor,PI152694,tall,Whole above ground biomass at harvest,19400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 4,42,4,Sorghum bicolor,PI329614,short,Whole above ground biomass at harvest,22800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 11,42,11,Sorghum bicolor,PI655978,short,Whole above ground biomass at harvest,9050,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 14,43,14,Sorghum bicolor,PI563329,tall,Whole above ground biomass at harvest,23200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 44 Column 8,44,8,Sorghum bicolor,PI585467,short,Whole above ground biomass at harvest,11800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 45 Column 6,45,6,Sorghum bicolor,PI569462,tall,Whole above ground biomass at harvest,12100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 46 Column 10,46,10,Sorghum bicolor,PI561840,short,Whole above ground biomass at harvest,11200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 46 Column 12,46,12,Sorghum bicolor,PI655972,short,Whole above ground biomass at harvest,10600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 47 Column 8,47,8,Sorghum bicolor,PI569097,tall,Whole above ground biomass at harvest,16100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 48 Column 5,48,5,Sorghum bicolor,PI145633,tall,Whole above ground biomass at harvest,16900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 48 Column 12,48,12,Sorghum bicolor,PI273969,tall,Whole above ground biomass at harvest,18600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 49 Column 10,49,10,Sorghum bicolor,PI329618,tall,Whole above ground biomass at harvest,8060,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 49 Column 12,49,12,Sorghum bicolor,PI506114,tall,Whole above ground biomass at harvest,9040,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 50 Column 12,50,12,Sorghum bicolor,PI569090,tall,Whole above ground biomass at harvest,6560,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 51 Column 10,51,10,Sorghum bicolor,PI170787,tall,Whole above ground biomass at harvest,9510,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 51 Column 13,51,13,Sorghum bicolor,PI569418,tall,Whole above ground biomass at harvest,9280,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 52 Column 6,52,6,Sorghum bicolor,SP1516,border,Whole above ground biomass at harvest,12700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 8,20,8,Sorghum bicolor,PI197542,short,Whole above ground biomass at harvest,10900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 12,20,12,Sorghum bicolor,PI585966,short,Whole above ground biomass at harvest,15700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 18 Column 11,18,11,Sorghum bicolor,PI573193,tall,Whole above ground biomass at harvest,8350,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 21 Column 3,21,3,Sorghum bicolor,PI154987,tall,Whole above ground biomass at harvest,13000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 31 Column 4,31,4,Sorghum bicolor,PI156487,tall,Whole above ground biomass at harvest,12400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 38 Column 9,38,9,Sorghum bicolor,PI213900,tall,Whole above ground biomass at harvest,12600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 48 Column 4,48,4,Sorghum bicolor,PI570075,tall,Whole above ground biomass at harvest,15500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 30 Column 2,30,2,Sorghum bicolor,PI154988,short,Whole above ground biomass at harvest,8080,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 20 Column 10,20,10,Sorghum bicolor,PI570073,short,Whole above ground biomass at harvest,9400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 30 Column 14,30,14,Sorghum bicolor,PI576401,short,Whole above ground biomass at harvest,10500,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 3 Column 4,3,4,Sorghum bicolor,SP1516,border,Whole above ground biomass at harvest,13000,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 5 Column 6,5,6,Sorghum bicolor,PI152961,tall,Whole above ground biomass at harvest,11100,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 5 Column 9,5,9,Sorghum bicolor,PI651497,tall,Whole above ground biomass at harvest,11100,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 5 Column 12,5,12,Sorghum bicolor,PI221548,tall,Whole above ground biomass at harvest,15900,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 6 Column 6,6,6,Sorghum bicolor,PI570388,tall,Whole above ground biomass at harvest,20600,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 6 Column 8,6,8,Sorghum bicolor,PI619807,tall,Whole above ground biomass at harvest,9650,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 7 Column 6,7,6,Sorghum bicolor,PI452692,tall,Whole above ground biomass at harvest,10800,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 7 Column 7,7,7,Sorghum bicolor,PI329550,tall,Whole above ground biomass at harvest,4150,kg/ha,manual
2018-07-31,MAC Field Scanner Season 6 Range 7 Column 12,7,12,Sorghum bicolor,PI563006,tall,Whole above ground biomass at harvest,4700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 8 Column 9,8,9,Sorghum bicolor,PI329518,short,Whole above ground biomass at harvest,10400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 9 Column 3,9,3,Sorghum bicolor,PI641850,tall,Whole above ground biomass at harvest,13100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 9 Column 13,9,13,Sorghum bicolor,PI455217,tall,Whole above ground biomass at harvest,28200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 10 Column 4,10,4,Sorghum bicolor,PI152966,tall,Whole above ground biomass at harvest,16600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 11 Column 12,11,12,Sorghum bicolor,PI229841,tall,Whole above ground biomass at harvest,14000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 12 Column 2,12,2,Sorghum bicolor,PI563002,short,Whole above ground biomass at harvest,6250,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 13 Column 9,13,9,Sorghum bicolor,PI585454,tall,Whole above ground biomass at harvest,4820,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 13 Column 14,13,14,Sorghum bicolor,PI276837,tall,Whole above ground biomass at harvest,16200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 6,14,6,Sorghum bicolor,PI570109,short,Whole above ground biomass at harvest,11800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 14 Column 8,14,8,Sorghum bicolor,PI152965,short,Whole above ground biomass at harvest,9990,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 15 Column 7,15,7,Sorghum bicolor,PI646251,tall,Whole above ground biomass at harvest,10700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 15 Column 11,15,11,Sorghum bicolor,PI146890,tall,Whole above ground biomass at harvest,16500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 16 Column 2,16,2,Sorghum bicolor,PI145619,tall,Whole above ground biomass at harvest,5460,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 16 Column 7,16,7,Sorghum bicolor,PI563331,tall,Whole above ground biomass at harvest,16100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 17 Column 2,17,2,Sorghum bicolor,PI534165,short,Whole above ground biomass at harvest,3960,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 18 Column 8,18,8,Sorghum bicolor,PI643016,tall,Whole above ground biomass at harvest,14000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 21 Column 12,21,12,Sorghum bicolor,PI651496,tall,Whole above ground biomass at harvest,16900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 22 Column 12,22,12,Sorghum bicolor,PI152771,tall,Whole above ground biomass at harvest,11700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 23 Column 8,23,8,Sorghum bicolor,PI156890,tall,Whole above ground biomass at harvest,13400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 24 Column 6,24,6,Sorghum bicolor,PI569097,tall,Whole above ground biomass at harvest,15200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 24 Column 11,24,11,Sorghum bicolor,PI329702,tall,Whole above ground biomass at harvest,10500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 24 Column 12,24,12,Sorghum bicolor,PI297130,tall,Whole above ground biomass at harvest,15800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 26 Column 8,26,8,Sorghum bicolor,PI569444,tall,Whole above ground biomass at harvest,10900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 26 Column 13,26,13,Sorghum bicolor,PI329300,tall,Whole above ground biomass at harvest,12000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 27 Column 4,27,4,Sorghum bicolor,PI329710,tall,Whole above ground biomass at harvest,12600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 27 Column 8,27,8,Sorghum bicolor,PI329865,tall,Whole above ground biomass at harvest,12000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 27 Column 10,27,10,Sorghum bicolor,PI521019,tall,Whole above ground biomass at harvest,8920,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 27 Column 13,27,13,Sorghum bicolor,PI329403,tall,Whole above ground biomass at harvest,12400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 33 Column 4,33,4,Sorghum bicolor,PI152923,tall,Whole above ground biomass at harvest,8800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 33 Column 6,33,6,Sorghum bicolor,PI570110,tall,Whole above ground biomass at harvest,12000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 33 Column 13,33,13,Sorghum bicolor,PI641829,tall,Whole above ground biomass at harvest,12300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 34 Column 4,34,4,Sorghum bicolor,PI329570,tall,Whole above ground biomass at harvest,15900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 34 Column 12,34,12,Sorghum bicolor,PI563020,tall,Whole above ground biomass at harvest,13700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 2,35,2,Sorghum bicolor,PI535785,tall,Whole above ground biomass at harvest,11200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 9,35,9,Sorghum bicolor,PI570085,tall,Whole above ground biomass at harvest,15600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 35 Column 15,35,15,Sorghum bicolor,PI570373,tall,Whole above ground biomass at harvest,8770,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 36 Column 6,36,6,Sorghum bicolor,PI251672,tall,Whole above ground biomass at harvest,18500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 36 Column 8,36,8,Sorghum bicolor,PI455280,tall,Whole above ground biomass at harvest,14700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 37 Column 7,37,7,Sorghum bicolor,PI562730,tall,Whole above ground biomass at harvest,15300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 37 Column 8,37,8,Sorghum bicolor,PI569264,tall,Whole above ground biomass at harvest,16800,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 38 Column 8,38,8,Sorghum bicolor,PI570145,tall,Whole above ground biomass at harvest,9810,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 38 Column 12,38,12,Sorghum bicolor,PI570038,tall,Whole above ground biomass at harvest,9250,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 39 Column 2,39,2,Sorghum bicolor,PI563331,tall,Whole above ground biomass at harvest,12700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 39 Column 14,39,14,Sorghum bicolor,PI566819,tall,Whole above ground biomass at harvest,21200,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 40 Column 8,40,8,Sorghum bicolor,PI620072,tall,Whole above ground biomass at harvest,10100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 41 Column 5,41,5,Sorghum bicolor,PI329519,tall,Whole above ground biomass at harvest,13900,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 41 Column 15,41,15,Sorghum bicolor,PI585954,tall,Whole above ground biomass at harvest,10400,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 42 Column 3,42,3,Sorghum bicolor,PI330807,short,Whole above ground biomass at harvest,16000,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 43 Column 10,43,10,Sorghum bicolor,PI152733,tall,Whole above ground biomass at harvest,25500,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 44 Column 5,44,5,Sorghum bicolor,PI535796,short,Whole above ground biomass at harvest,16300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 44 Column 12,44,12,Sorghum bicolor,PI329326,short,Whole above ground biomass at harvest,9750,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 47 Column 13,47,13,Sorghum bicolor,PI302252,tall,Whole above ground biomass at harvest,10700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 47 Column 14,47,14,Sorghum bicolor,PI229841,tall,Whole above ground biomass at harvest,17100,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 48 Column 11,48,11,Sorghum bicolor,PI570254,tall,Whole above ground biomass at harvest,14700,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 49 Column 4,49,4,Sorghum bicolor,PI570400,tall,Whole above ground biomass at harvest,4050,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 49 Column 13,49,13,Sorghum bicolor,PI329511,tall,Whole above ground biomass at harvest,13300,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 50 Column 8,50,8,Sorghum bicolor,PI330196,tall,Whole above ground biomass at harvest,14600,kg/ha,manual
2018-08-01,MAC Field Scanner Season 6 Range 51 Column 3,51,3,Sorghum bicolor,PI157804,tall,Whole above ground biomass at harvest,8030,kg/ha,manual
